sex,age,deprivation,hsct,geo,smoking,probability
Females,35-44,Quintile 3,NHSCT,Urban,never_smoked,6.820230424085807e-4
Males,45-54,Quintile 3,NHSCT,Urban,never_smoked,5.960021181408321e-4
Females,45-54,Quintile 3,NHSCT,Urban,never_smoked,6.451569320081171e-4
Males,55-64,Quintile 3,NHSCT,Urban,never_smoked,6.08290821607653e-4
Females,55-64,Quintile 3,NHSCT,Urban,never_smoked,6.758786906751697e-4
Males,65-74,Quintile 3,NHSCT,Urban,never_smoked,5.099811938730828e-4
Females,65-74,Quintile 3,NHSCT,Urban,never_smoked,6.390125802747065e-4
Males,75-110,Quintile 3,NHSCT,Urban,never_smoked,5.284142490733147e-4
Females,75-110,Quintile 3,NHSCT,Urban,never_smoked,7.741883184097404e-4
Males,16-34,Quintile 4,NHSCT,Urban,never_smoked,6.322214546746204e-4
Females,16-34,Quintile 4,NHSCT,Urban,never_smoked,7.375916971203902e-4
Males,35-44,Quintile 4,NHSCT,Urban,never_smoked,6.07428456452086e-4
Females,35-44,Quintile 4,NHSCT,Urban,never_smoked,6.880057006753221e-4
Males,45-54,Quintile 4,NHSCT,Urban,never_smoked,6.012302068964527e-4
Females,45-54,Quintile 4,NHSCT,Urban,never_smoked,6.508162033415211e-4
Males,55-64,Quintile 4,NHSCT,Urban,never_smoked,6.136267060077196e-4
Females,55-64,Quintile 4,NHSCT,Urban,never_smoked,6.818074511196882e-4
Males,65-74,Quintile 4,NHSCT,Urban,never_smoked,5.144547131175831e-4
Females,65-74,Quintile 4,NHSCT,Urban,never_smoked,6.446179537858876e-4
Males,75-110,Quintile 4,NHSCT,Urban,never_smoked,5.330494617844837e-4
Females,75-110,Quintile 4,NHSCT,Urban,never_smoked,7.80979444009825e-4
Males,16-34,Least Deprived,NHSCT,Urban,never_smoked,6.157287210744134e-4
Females,16-34,Least Deprived,NHSCT,Urban,never_smoked,7.183501745868153e-4
Males,35-44,Least Deprived,NHSCT,Urban,never_smoked,5.915824967185539e-4
Females,35-44,Least Deprived,NHSCT,Urban,never_smoked,6.70057725875097e-4
Males,45-54,Least Deprived,NHSCT,Urban,never_smoked,5.855459406295892e-4
Females,45-54,Least Deprived,NHSCT,Urban,never_smoked,6.33838389341308e-4
Males,55-64,Least Deprived,NHSCT,Urban,never_smoked,5.976190528075189e-4
Females,55-64,Least Deprived,NHSCT,Urban,never_smoked,6.640211697861317e-4
Males,65-74,Least Deprived,NHSCT,Urban,never_smoked,5.010341553840814e-4
Females,65-74,Least Deprived,NHSCT,Urban,never_smoked,6.27801833252343e-4
Males,75-110,Least Deprived,NHSCT,Urban,never_smoked,5.191438236509759e-4
Females,75-110,Least Deprived,NHSCT,Urban,never_smoked,7.606060672095694e-4
Males,16-34,Most Deprived,SEHSCT,Urban,never_smoked,4.074097883384585e-4
Females,16-34,Most Deprived,SEHSCT,Urban,never_smoked,4.7531141972820143e-4
Males,35-44,Most Deprived,SEHSCT,Urban,never_smoked,3.914329338938132e-4
Females,35-44,Most Deprived,SEHSCT,Urban,never_smoked,4.4335771083891086e-4
Males,45-54,Most Deprived,SEHSCT,Urban,never_smoked,3.8743872028265187e-4
Females,45-54,Most Deprived,SEHSCT,Urban,never_smoked,4.1939242917194265e-4
Males,55-64,Most Deprived,SEHSCT,Urban,never_smoked,3.954271475049745e-4
Females,55-64,Most Deprived,SEHSCT,Urban,never_smoked,4.393634972277493e-4
Males,65-74,Most Deprived,SEHSCT,Urban,never_smoked,3.3151972972639276e-4
Females,65-74,Most Deprived,SEHSCT,Urban,never_smoked,4.1539821556078123e-4
Males,75-110,Most Deprived,SEHSCT,Urban,never_smoked,3.4350237055987665e-4
Females,75-110,Most Deprived,SEHSCT,Urban,never_smoked,5.032709150063312e-4
Males,16-34,Quintile 2,SEHSCT,Urban,never_smoked,4.908551666728419e-4
Females,16-34,Quintile 2,SEHSCT,Urban,never_smoked,5.726643611183152e-4
Males,35-44,Quintile 2,SEHSCT,Urban,never_smoked,4.716059444503774e-4
Females,35-44,Quintile 2,SEHSCT,Urban,never_smoked,5.341659166733867e-4
Males,45-54,Quintile 2,SEHSCT,Urban,never_smoked,4.667936388947615e-4
Females,45-54,Quintile 2,SEHSCT,Urban,never_smoked,5.052920833396903e-4
Males,55-64,Quintile 2,SEHSCT,Urban,never_smoked,4.7641825000599344e-4
Females,55-64,Quintile 2,SEHSCT,Urban,never_smoked,5.293536111177703e-4
Males,65-74,Quintile 2,SEHSCT,Urban,never_smoked,3.994213611161359e-4
Females,65-74,Quintile 2,SEHSCT,Urban,never_smoked,5.004797777840742e-4
Males,75-110,Quintile 2,SEHSCT,Urban,never_smoked,4.1385827778298414e-4
Females,75-110,Quintile 2,SEHSCT,Urban,never_smoked,6.06350500007628e-4
Males,16-34,Quintile 3,SEHSCT,Urban,never_smoked,5.595748900070398e-4
Females,16-34,Quintile 3,SEHSCT,Urban,never_smoked,6.528373716748795e-4
Males,35-44,Quintile 3,SEHSCT,Urban,never_smoked,5.376307766734302e-4
Females,35-44,Quintile 3,SEHSCT,Urban,never_smoked,6.089491450076608e-4
Males,45-54,Quintile 3,SEHSCT,Urban,never_smoked,5.321447483400281e-4
Females,45-54,Quintile 3,SEHSCT,Urban,never_smoked,5.76032975007247e-4
Males,55-64,Quintile 3,SEHSCT,Urban,never_smoked,5.431168050068327e-4
Females,55-64,Quintile 3,SEHSCT,Urban,never_smoked,6.034631166742583e-4
Males,65-74,Quintile 3,SEHSCT,Urban,never_smoked,4.5534035167239513e-4
Females,65-74,Quintile 3,SEHSCT,Urban,never_smoked,5.705469466738446e-4
Males,75-110,Quintile 3,SEHSCT,Urban,never_smoked,4.71798436672602e-4
Females,75-110,Quintile 3,SEHSCT,Urban,never_smoked,6.912395700086963e-4
Males,16-34,Quintile 4,SEHSCT,Urban,never_smoked,5.644834416737678e-4
Females,16-34,Quintile 4,SEHSCT,Urban,never_smoked,6.585640152860621e-4
Males,35-44,Quintile 4,SEHSCT,Urban,never_smoked,5.423468361179338e-4
Females,35-44,Quintile 4,SEHSCT,Urban,never_smoked,6.142908041743942e-4
Males,45-54,Quintile 4,SEHSCT,Urban,never_smoked,5.368126847289752e-4
Females,45-54,Quintile 4,SEHSCT,Urban,never_smoked,5.810858958406434e-4
Males,55-64,Quintile 4,SEHSCT,Urban,never_smoked,5.478809875068922e-4
Females,55-64,Quintile 4,SEHSCT,Urban,never_smoked,6.087566527854354e-4
Males,65-74,Quintile 4,SEHSCT,Urban,never_smoked,4.5933456528355596e-4
Females,65-74,Quintile 4,SEHSCT,Urban,never_smoked,5.755517444516848e-4
Males,75-110,Quintile 4,SEHSCT,Urban,never_smoked,4.7593701945043145e-4
Females,75-110,Quintile 4,SEHSCT,Urban,never_smoked,6.973030750087719e-4
Males,16-34,Least Deprived,SEHSCT,Urban,never_smoked,5.497577866735827e-4
Females,16-34,Least Deprived,SEHSCT,Urban,never_smoked,6.413840844525132e-4
Males,35-44,Least Deprived,SEHSCT,Urban,never_smoked,5.281986577844228e-4
Females,35-44,Least Deprived,SEHSCT,Urban,never_smoked,5.982658266741931e-4
Males,45-54,Least Deprived,SEHSCT,Urban,never_smoked,5.228088755621327e-4
Females,45-54,Least Deprived,SEHSCT,Urban,never_smoked,5.659271333404532e-4
Males,55-64,Least Deprived,SEHSCT,Urban,never_smoked,5.335884400067127e-4
Females,55-64,Least Deprived,SEHSCT,Urban,never_smoked,5.928760444519028e-4
Males,65-74,Least Deprived,SEHSCT,Urban,never_smoked,4.4735192445007245e-4
Females,65-74,Least Deprived,SEHSCT,Urban,never_smoked,5.60537351118163e-4
Males,75-110,Least Deprived,SEHSCT,Urban,never_smoked,4.6352127111694237e-4
Females,75-110,Least Deprived,SEHSCT,Urban,never_smoked,6.791125600085436e-4
Males,16-34,Most Deprived,SHSCT,Urban,never_smoked,4.4407666928892035e-4
Females,16-34,Most Deprived,SHSCT,Urban,never_smoked,5.180894475037403e-4
Males,35-44,Most Deprived,SHSCT,Urban,never_smoked,4.2666189794425676e-4
Females,35-44,Most Deprived,SHSCT,Urban,never_smoked,4.8325990481441343e-4
Males,45-54,Most Deprived,SHSCT,Urban,never_smoked,4.22308205108091e-4
Females,45-54,Most Deprived,SHSCT,Urban,never_smoked,4.571377477974181e-4
Males,55-64,Most Deprived,SHSCT,Urban,never_smoked,4.3101559078042266e-4
Females,55-64,Most Deprived,SHSCT,Urban,never_smoked,4.7890621197824726e-4
Males,65-74,Most Deprived,SHSCT,Urban,never_smoked,3.613565054017685e-4
Females,65-74,Most Deprived,SHSCT,Urban,never_smoked,4.527840549612522e-4
Males,75-110,Most Deprived,SHSCT,Urban,never_smoked,3.744175839102661e-4
Females,75-110,Most Deprived,SHSCT,Urban,never_smoked,5.485652973569017e-4
Males,16-34,Quintile 2,SHSCT,Urban,never_smoked,5.350321316733984e-4
Females,16-34,Quintile 2,SHSCT,Urban,never_smoked,6.242041536189642e-4
Males,35-44,Quintile 2,SHSCT,Urban,never_smoked,5.140504794509119e-4
Females,35-44,Quintile 2,SHSCT,Urban,never_smoked,5.822408491739921e-4
Males,45-54,Quintile 2,SHSCT,Urban,never_smoked,5.088050663952906e-4
Females,45-54,Quintile 2,SHSCT,Urban,never_smoked,5.507683708402631e-4
Males,55-64,Quintile 2,SHSCT,Urban,never_smoked,5.192958925065335e-4
Females,55-64,Quintile 2,SHSCT,Urban,never_smoked,5.769954361183704e-4
Males,65-74,Quintile 2,SHSCT,Urban,never_smoked,4.3536928361658867e-4
Females,65-74,Quintile 2,SHSCT,Urban,never_smoked,5.455229577846414e-4
Males,75-110,Quintile 2,SHSCT,Urban,never_smoked,4.511055227834533e-4
Females,75-110,Quintile 2,SHSCT,Urban,never_smoked,6.609220450083155e-4
Males,16-34,Quintile 3,SHSCT,Urban,never_smoked,6.099366301076742e-4
Females,16-34,Quintile 3,SHSCT,Urban,never_smoked,7.115927351256194e-4
Males,35-44,Quintile 3,SHSCT,Urban,never_smoked,5.860175465740396e-4
Females,35-44,Quintile 3,SHSCT,Urban,never_smoked,6.637545680583511e-4
Males,45-54,Quintile 3,SHSCT,Urban,never_smoked,5.800377756906312e-4
Females,45-54,Quintile 3,SHSCT,Urban,never_smoked,6.278759427578998e-4
Males,55-64,Quintile 3,SHSCT,Urban,never_smoked,5.919973174574484e-4
Females,55-64,Quintile 3,SHSCT,Urban,never_smoked,6.577747971749425e-4
Males,65-74,Quintile 3,SHSCT,Urban,never_smoked,4.96320983322911e-4
Females,65-74,Quintile 3,SHSCT,Urban,never_smoked,6.218961718744911e-4
Males,75-110,Quintile 3,SHSCT,Urban,never_smoked,5.142602959731368e-4
Females,75-110,Quintile 3,SHSCT,Urban,never_smoked,7.534511313094798e-4
Males,16-34,Quintile 4,SHSCT,Urban,never_smoked,6.152869514244075e-4
Females,16-34,Quintile 4,SHSCT,Urban,never_smoked,7.178347766618085e-4
Males,35-44,Quintile 4,SHSCT,Urban,never_smoked,5.911580513685482e-4
Females,35-44,Quintile 4,SHSCT,Urban,never_smoked,6.695769765500908e-4
Males,45-54,Quintile 4,SHSCT,Urban,never_smoked,5.851258263545836e-4
Females,45-54,Quintile 4,SHSCT,Urban,never_smoked,6.33383626466302e-4
Males,55-64,Quintile 4,SHSCT,Urban,never_smoked,5.971902763825132e-4
Females,55-64,Quintile 4,SHSCT,Urban,never_smoked,6.635447515361255e-4
Males,65-74,Quintile 4,SHSCT,Urban,never_smoked,5.006746761590768e-4
Females,65-74,Quintile 4,SHSCT,Urban,never_smoked,6.273514014523371e-4
Males,75-110,Quintile 4,SHSCT,Urban,never_smoked,5.187713512009709e-4
Females,75-110,Quintile 4,SHSCT,Urban,never_smoked,7.600603517595622e-4
Males,16-34,Least Deprived,SHSCT,Urban,never_smoked,5.992359874742061e-4
Females,16-34,Least Deprived,SHSCT,Urban,never_smoked,6.991086520532403e-4
Males,35-44,Least Deprived,SHSCT,Urban,never_smoked,5.757365369850215e-4
Females,35-44,Least Deprived,SHSCT,Urban,never_smoked,6.521097510748716e-4
Males,45-54,Least Deprived,SHSCT,Urban,never_smoked,5.698616743627254e-4
Females,45-54,Least Deprived,SHSCT,Urban,never_smoked,6.168605753410945e-4
Males,55-64,Least Deprived,SHSCT,Urban,never_smoked,5.816113996073178e-4
Females,55-64,Least Deprived,SHSCT,Urban,never_smoked,6.46234888452575e-4
Males,65-74,Least Deprived,SHSCT,Urban,never_smoked,4.876135976505794e-4
Females,65-74,Least Deprived,SHSCT,Urban,never_smoked,6.109857127187983e-4
Males,75-110,Least Deprived,SHSCT,Urban,never_smoked,5.052381855174677e-4
Females,75-110,Least Deprived,SHSCT,Urban,never_smoked,7.402326904093137e-4
Males,16-34,Most Deprived,WHSCT,Urban,never_smoked,4.481507671723047e-4
Females,16-34,Most Deprived,WHSCT,Urban,never_smoked,5.22842561701022e-4
Males,35-44,Most Deprived,WHSCT,Urban,never_smoked,4.3057622728319477e-4
Females,35-44,Most Deprived,WHSCT,Urban,never_smoked,4.8769348192280205e-4
Males,45-54,Most Deprived,WHSCT,Urban,never_smoked,4.2618259231091716e-4
Females,45-54,Most Deprived,WHSCT,Urban,never_smoked,4.6133167208913716e-4
Males,55-64,Most Deprived,WHSCT,Urban,never_smoked,4.3496986225547216e-4
Females,55-64,Most Deprived,WHSCT,Urban,never_smoked,4.8329984695052444e-4
Males,65-74,Most Deprived,WHSCT,Urban,never_smoked,3.646717026990322e-4
Females,65-74,Most Deprived,WHSCT,Urban,never_smoked,4.569380371168596e-4
Males,75-110,Most Deprived,WHSCT,Urban,never_smoked,3.778526076158646e-4
Females,75-110,Most Deprived,WHSCT,Urban,never_smoked,5.535980065069645e-4
Males,16-34,Quintile 2,WHSCT,Urban,never_smoked,5.399406833401263e-4
Females,16-34,Quintile 2,WHSCT,Urban,never_smoked,6.299307972301471e-4
Males,35-44,Quintile 2,WHSCT,Urban,never_smoked,5.187665388954155e-4
Females,35-44,Quintile 2,WHSCT,Urban,never_smoked,5.875825083407258e-4
Males,45-54,Quintile 2,WHSCT,Urban,never_smoked,5.134730027842379e-4
Females,45-54,Quintile 2,WHSCT,Urban,never_smoked,5.558212916736595e-4
Males,55-64,Quintile 2,WHSCT,Urban,never_smoked,5.240600750065931e-4
Females,55-64,Quintile 2,WHSCT,Urban,never_smoked,5.822889722295477e-4
Males,65-74,Quintile 2,WHSCT,Urban,never_smoked,4.393634972277499e-4
Females,65-74,Quintile 2,WHSCT,Urban,never_smoked,5.505277555624817e-4
Males,75-110,Quintile 2,WHSCT,Urban,never_smoked,4.552441055612828e-4
Females,75-110,Quintile 2,WHSCT,Urban,never_smoked,6.669855500083913e-4
Males,16-34,Quintile 3,WHSCT,Urban,never_smoked,6.155323790077439e-4
Females,16-34,Quintile 3,WHSCT,Urban,never_smoked,7.181211088423677e-4
Males,35-44,Quintile 3,WHSCT,Urban,never_smoked,5.913938543407734e-4
Females,35-44,Quintile 3,WHSCT,Urban,never_smoked,6.698440595084274e-4
Males,45-54,Quintile 3,WHSCT,Urban,never_smoked,5.853592231740313e-4
Females,45-54,Quintile 3,WHSCT,Urban,never_smoked,6.33636272507972e-4
Males,55-64,Quintile 3,WHSCT,Urban,never_smoked,5.974284855075164e-4
Females,55-64,Quintile 3,WHSCT,Urban,never_smoked,6.638094283416843e-4
Males,65-74,Quintile 3,WHSCT,Urban,never_smoked,5.008743868396345e-4
Females,65-74,Quintile 3,WHSCT,Urban,never_smoked,6.276016413412295e-4
Males,75-110,Quintile 3,WHSCT,Urban,never_smoked,5.189782803398623e-4
Females,75-110,Quintile 3,WHSCT,Urban,never_smoked,7.603635270095662e-4
Males,16-34,Quintile 4,WHSCT,Urban,never_smoked,6.209317858411449e-4
Females,16-34,Quintile 4,WHSCT,Urban,never_smoked,7.244204168146686e-4
Males,35-44,Quintile 4,WHSCT,Urban,never_smoked,5.965815197297272e-4
Females,35-44,Quintile 4,WHSCT,Urban,never_smoked,6.757198845918342e-4
Males,45-54,Quintile 4,WHSCT,Urban,never_smoked,5.90493953201873e-4
Females,45-54,Quintile 4,WHSCT,Urban,never_smoked,6.391944854247081e-4
Males,55-64,Quintile 4,WHSCT,Urban,never_smoked,6.026690862575817e-4
Females,55-64,Quintile 4,WHSCT,Urban,never_smoked,6.696323180639794e-4
Males,65-74,Quintile 4,WHSCT,Urban,never_smoked,5.052680218119117e-4
Females,65-74,Quintile 4,WHSCT,Urban,never_smoked,6.331069188968538e-4
Males,75-110,Quintile 4,WHSCT,Urban,never_smoked,5.23530721395475e-4
Females,75-110,Quintile 4,WHSCT,Urban,never_smoked,7.670333825096497e-4
Males,16-34,Least Deprived,WHSCT,Urban,never_smoked,6.047335653409417e-4
Females,16-34,Least Deprived,WHSCT,Urban,never_smoked,7.055224928977648e-4
Males,35-44,Least Deprived,WHSCT,Urban,never_smoked,5.810185235628652e-4
Females,35-44,Least Deprived,WHSCT,Urban,never_smoked,6.580924093416131e-4
Males,45-54,Least Deprived,WHSCT,Urban,never_smoked,5.750897631183464e-4
Females,45-54,Least Deprived,WHSCT,Urban,never_smoked,6.225198466744986e-4
Males,55-64,Least Deprived,WHSCT,Urban,never_smoked,5.869472840073844e-4
Females,55-64,Least Deprived,WHSCT,Urban,never_smoked,6.521636488970936e-4
Males,65-74,Least Deprived,WHSCT,Urban,never_smoked,4.920871168950798e-4
Females,65-74,Least Deprived,WHSCT,Urban,never_smoked,6.165910862299796e-4
Males,75-110,Least Deprived,WHSCT,Urban,never_smoked,5.09873398228637e-4
Females,75-110,Least Deprived,WHSCT,Urban,never_smoked,7.470238160093985e-4
Males,16-34,Most Deprived,BHSCT,Mixed,never_smoked,4.2308536495643337e-4
Females,16-34,Most Deprived,BHSCT,Mixed,never_smoked,4.935995924491721e-4
Males,35-44,Most Deprived,BHSCT,Mixed,never_smoked,4.064937820169654e-4
Females,35-44,Most Deprived,BHSCT,Mixed,never_smoked,4.604164265702362e-4
Males,45-54,Most Deprived,BHSCT,Mixed,never_smoked,4.023458862820985e-4
Females,45-54,Most Deprived,BHSCT,Mixed,never_smoked,4.3552905216103437e-4
Males,55-64,Most Deprived,BHSCT,Mixed,never_smoked,4.106416777518323e-4
Females,55-64,Most Deprived,BHSCT,Mixed,never_smoked,4.5626853083536906e-4
Males,65-74,Most Deprived,BHSCT,Mixed,never_smoked,3.4427534599396043e-4
Females,65-74,Most Deprived,BHSCT,Mixed,never_smoked,4.3138115642616737e-4
Males,75-110,Most Deprived,BHSCT,Mixed,never_smoked,3.5671903319856133e-4
Females,75-110,Most Deprived,BHSCT,Mixed,never_smoked,5.226348625932412e-4
Males,16-34,Quintile 2,BHSCT,Mixed,never_smoked,5.097414035619681e-4
Females,16-34,Quintile 2,BHSCT,Mixed,never_smoked,5.94698304155629e-4
Males,35-44,Quintile 2,BHSCT,Mixed,never_smoked,4.897515445987536e-4
Females,35-44,Quintile 2,BHSCT,Mixed,never_smoked,5.547185862292007e-4
Males,45-54,Quintile 2,BHSCT,Mixed,never_smoked,4.8475407985795017e-4
Females,45-54,Quintile 2,BHSCT,Mixed,never_smoked,5.247337977843789e-4
Males,55-64,Quintile 2,BHSCT,Mixed,never_smoked,4.947490093395571e-4
Females,55-64,Quintile 2,BHSCT,Mixed,never_smoked,5.497211214883967e-4
Males,65-74,Quintile 2,BHSCT,Mixed,never_smoked,4.147895734866994e-4
Females,65-74,Quintile 2,BHSCT,Mixed,never_smoked,5.197363330435753e-4
Males,75-110,Quintile 2,BHSCT,Mixed,never_smoked,4.297819677091102e-4
Females,75-110,Quintile 2,BHSCT,Mixed,never_smoked,6.296805573412547e-4
Males,16-34,Quintile 3,BHSCT,Mixed,never_smoked,5.811052000606437e-4
Females,16-34,Quintile 3,BHSCT,Mixed,never_smoked,6.779560667374173e-4
Males,35-44,Quintile 3,BHSCT,Mixed,never_smoked,5.583167608425789e-4
Females,35-44,Quintile 3,BHSCT,Mixed,never_smoked,6.323791883012887e-4
Males,45-54,Quintile 3,BHSCT,Mixed,never_smoked,5.526196510380633e-4
Females,45-54,Quintile 3,BHSCT,Mixed,never_smoked,5.981965294741919e-4
Males,55-64,Quintile 3,BHSCT,Mixed,never_smoked,5.640138706470951e-4
Females,55-64,Quintile 3,BHSCT,Mixed,never_smoked,6.266820784967722e-4
Males,65-74,Quintile 3,BHSCT,Mixed,never_smoked,4.7286011377483745e-4
Females,65-74,Quintile 3,BHSCT,Mixed,never_smoked,5.92499419669676e-4
Males,75-110,Quintile 3,BHSCT,Mixed,never_smoked,4.899514431883856e-4
Females,75-110,Quintile 3,BHSCT,Mixed,never_smoked,7.178358353690306e-4
Males,16-34,Quintile 4,BHSCT,Mixed,never_smoked,5.862026140962626e-4
Females,16-34,Quintile 4,BHSCT,Mixed,never_smoked,6.839030497789732e-4
Males,35-44,Quintile 4,BHSCT,Mixed,never_smoked,5.632142762885665e-4
Females,35-44,Quintile 4,BHSCT,Mixed,never_smoked,0.00063792637416358025
Males,45-54,Quintile 4,BHSCT,Mixed,never_smoked,5.57467191836642e-4
Females,45-54,Quintile 4,BHSCT,Mixed,never_smoked,6.034438674520354e-4
Males,55-64,Quintile 4,BHSCT,Mixed,never_smoked,5.689613607404903e-4
Females,55-64,Quintile 4,BHSCT,Mixed,never_smoked,6.321792897116558e-4
Males,65-74,Quintile 4,BHSCT,Mixed,never_smoked,4.77008009509704e-4
Females,65-74,Quintile 4,BHSCT,Mixed,never_smoked,5.976967830001112e-4
Males,75-110,Quintile 4,BHSCT,Mixed,never_smoked,4.942492628654763e-4
Females,75-110,Quintile 4,BHSCT,Mixed,never_smoked,7.241326409424425e-4
Males,16-34,Least Deprived,BHSCT,Mixed,never_smoked,5.709103719894044e-4
Females,16-34,Least Deprived,BHSCT,Mixed,never_smoked,6.660621006543047e-4
Males,35-44,Least Deprived,BHSCT,Mixed,never_smoked,5.485217299506042e-4
Females,35-44,Least Deprived,BHSCT,Mixed,never_smoked,6.212848165767049e-4
Males,45-54,Least Deprived,BHSCT,Mixed,never_smoked,5.429245694409041e-4
Females,45-54,Least Deprived,BHSCT,Mixed,never_smoked,5.877018535185045e-4
Males,55-64,Least Deprived,BHSCT,Mixed,never_smoked,5.54118890460304e-4
Females,55-64,Least Deprived,BHSCT,Mixed,never_smoked,6.156876560670044e-4
Males,65-74,Least Deprived,BHSCT,Mixed,never_smoked,4.645643223051035e-4
Females,65-74,Least Deprived,BHSCT,Mixed,never_smoked,5.821046930088045e-4
Males,75-110,Least Deprived,BHSCT,Mixed,never_smoked,4.813558038342035e-4
Females,75-110,Least Deprived,BHSCT,Mixed,never_smoked,7.052422242222055e-4
Males,16-34,Most Deprived,NHSCT,Mixed,never_smoked,5.041017114374525e-4
Females,16-34,Most Deprived,NHSCT,Mixed,never_smoked,5.881186633436944e-4
Males,35-44,Most Deprived,NHSCT,Mixed,never_smoked,4.8433301687127796e-4
Females,35-44,Most Deprived,NHSCT,Mixed,never_smoked,5.485812742113455e-4
Males,45-54,Most Deprived,NHSCT,Mixed,never_smoked,4.793908432297344e-4
Females,45-54,Most Deprived,NHSCT,Mixed,never_smoked,5.189282323620836e-4
Males,55-64,Most Deprived,NHSCT,Mixed,never_smoked,4.892751905128216e-4
Females,55-64,Most Deprived,NHSCT,Mixed,never_smoked,5.436391005698016e-4
Males,65-74,Most Deprived,NHSCT,Mixed,never_smoked,4.1020041224812317e-4
Females,65-74,Most Deprived,NHSCT,Mixed,never_smoked,5.139860587205401e-4
